name,longitude,latitude,date,origin,source,class_confidence,ground_truth_location
Sandalford Wines Jetty,115.994615,-31.869958,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/5584221070,0.7,None
Elmar's in the Valley,115.999824,-31.822223,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/5793371208,0.7,None
Herne Hill General Store,116.016651,-31.825017,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/5793398614,0.7,None
The Coffee Hut,116.016591,-31.825165,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/5793400427,0.7,None
Shell,116.025901,-31.774613,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/5855587685,0.7,None
8DoW (Centre for Youth Health and Wellbeing Ltd.),115.96641,-31.782054,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/5936844210,0.7,None
Millendon Junction,116.027859,-31.81267,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/6040715026,0.7,None
Oakover,116.019044,-31.853959,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/6040715027,0.7,None
Oakover,116.018113,-31.854246,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/6040715028,0.7,None
Bellvue,116.027063,-31.89842,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/6040715049,0.7,None
Midland Workshops,116.00725,-31.893353,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/6040715051,0.7,None
Upper Swan,116.025627,-31.773837,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/6105741344,0.7,None
Upper Swan Standard Gauge Storage Depot,116.032954,-31.793174,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/6105741354,0.7,None
Herne Hill,116.024065,-31.825075,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/6105767711,0.7,None
Middle Swan,116.018071,-31.860468,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/6105791034,0.7,None
Helena Vale Racecourse,116.037711,-31.895433,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/6209889810,0.7,None
Caversham Motor Racing Circuit,115.980833,-31.839401,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/6223396381,0.7,None
Ellenbrook Ambulance Station,115.968406,-31.777808,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/6271957293,0.7,None
Diamond Beauty Lounge,115.969159,-31.782694,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/6683380755,0.7,None
Maison Saint Honoré,115.963883,-31.875322,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/6761327586,0.7,None
Sandalford Estate Restaurant,115.990016,-31.870429,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/6852993685,0.7,None
Crooked Spire Coffeehouse,116.003603,-31.891457,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/6901592257,0.7,None
Oakover Grounds,116.007327,-31.84508,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/7094173106,0.7,None
Heritage,115.96825,-31.785697,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/7238982965,0.7,None
The Pines,115.96285,-31.792764,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/7238982966,0.7,None
Brabham Jungle Park,115.968797,-31.828319,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/7652724980,0.7,None
Midland,116.001828,-31.891915,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/7658371195,0.7,None
Vibe West Swan,115.990624,-31.839,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/7660622838,0.7,None
Swan Valley Vet Centre,115.992553,-31.831622,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/7660650336,0.7,None
Dog's Breakfast Cafe,115.992665,-31.831436,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/7660650337,0.7,None
Spudshed Midland,116.016768,-31.896666,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/7676055787,0.7,None
Spotlight Midland,116.017924,-31.896939,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/7676055788,0.7,None
GTS Gauges Transmitters Switches,116.031477,-31.894289,19-10-23 14:45:23,osm,https://www.openstreetmap.org/node/7678756576,0.7,None
